# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
1,	6.3488
1,	8.1344
1,	9.9200
1,	11.7056
1,	13.8880
1,	15.6736
1,	17.8560
1,	20.0384
1,	22.2208
1,	24.0064
1,	25.5936
1,	28.1728
1,	30.1568
1,	32.1408
1,	34.1248
1,	36.1088
1,	38.0928
1,	40.0768
1,	42.0608
1,	44.2432
1,	46.0288
1,	48.0128
1,	49.9968
1,	51.9808
1,	54.1632
1,	56.1472
1,	58.1312
1,	59.9168
1,	62.2976
1,	64.0832
