# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
2,	2.3774
1,	4.3580
2,	6.3386
1,	8.3192
2,	10.2998
1,	12.2804
2,	14.2610
1,	16.2416
2,	18.4206
1,	20.4012
2,	22.3818
1,	24.3624
2,	26.3430
1,	28.3236
2,	30.3042
1,	32.2848
2,	34.4638
1,	36.4444
2,	38.4250
1,	40.4056
2,	42.3862
1,	44.5652
2,	46.3474
1,	48.5264
2,	50.5070
1,	52.4876
2,	54.4682
1,	56.4488
2,	58.4294
1,	60.4109
